"","Date","CustomerSiteId","SequenceIndex","Cp1","Cp2","Cp3","Cp4","Cp5","Cp6","Runs","Positives","RhinoPositives","Negatives","SequencePositives"
"1",2013-01-21,13,18,30,70,70,70,70,70,27,8,1,19,1
"2",2013-01-22,13,1,19,20.5,21.6,22.9,70,70,20,6,3,14,1
"3",2013-01-22,13,19,18.9,19.9,20.8,22,70,70,20,6,3,14,1
"4",2013-01-22,13,56,27.1,27.1,70,70,70,70,20,6,3,14,1
"5",2013-01-23,13,1,21.4,21.6,22.9,27,70,70,24,6,3,18,1
"6",2013-01-23,13,25,14.1,15,15,17.7,70,70,24,6,3,18,1
"7",2013-01-23,13,31,23.3,23.5,27.1,70,70,70,24,6,3,18,1
"8",2013-01-30,13,34,27.1,27.1,30,70,70,70,11,3,1,8,1
"9",2013-02-05,13,55,21.1,21.2,27,70,70,70,9,3,1,6,1
"10",2013-02-06,13,1,14.5,14.6,19.1,21,70,70,19,6,2,13,1
"11",2013-02-06,13,13,27,27,27,27.1,70,70,19,6,2,13,1
"12",2013-02-07,13,19,12.2,12.3,13,15.6,70,70,18,6,1,12,1
"13",2013-02-08,13,14,13.7,15.7,22.3,27.1,70,70,20,5,3,15,1
"14",2013-02-08,13,15,8.8,11.7,16,23.5,70,70,20,5,3,15,1
"15",2013-02-08,13,19,20,20.1,20.7,23.7,70,70,20,5,3,15,1
"16",2013-02-10,13,23,19.5,22.1,27.1,70,70,70,11,3,1,8,1
"17",2013-02-13,13,18,27.1,70,70,70,70,70,8,2,2,6,1
"18",2013-02-13,13,25,17.7,20.8,23.3,27.1,70,70,8,2,2,6,1
"19",2013-03-27,26,16,18.1,19.5,27.1,70,70,70,27,8,2,19,1
"20",2013-03-27,26,19,13.7,14.1,14.5,16.9,70,70,27,8,2,19,1
"21",2013-03-28,26,1,22.7,23.3,24,27.1,70,70,27,6,1,21,1
"22",2013-04-01,26,1,17.5,17.7,19.8,22.1,70,70,15,3,1,12,1
"23",2013-04-04,26,59,27,27.1,27.1,70,70,70,9,3,1,6,1
"24",2013-04-16,7,25,10.1,11,11,11.2,70,70,24,5,1,19,1
"25",2013-04-17,7,1,13.8,13.8,14.1,14.9,70,70,22,4,2,18,1
"26",2013-04-17,7,12,17.1,17.7,22.8,23.9,70,70,22,4,2,18,1
"27",2013-04-18,7,14,15.6,19.1,27.1,27.1,70,70,23,5,5,18,1
"28",2013-04-18,7,14,16.2,22.2,27.1,27.1,70,70,23,5,5,18,1
"29",2013-04-18,7,17,13.8,14.5,14.6,15.3,70,70,23,5,5,18,1
"30",2013-04-18,7,19,6,6.4,9.6,11.3,70,70,23,5,5,18,1
"31",2013-04-18,7,9,18.8,27.1,27.1,70,70,70,23,5,5,18,1
"32",2013-04-19,7,2,24.1,24.3,24.4,27.1,70,70,39,7,2,32,1
"33",2013-04-19,7,33,15,17.7,27,27.1,70,70,39,7,2,32,1
"34",2013-04-20,7,53,17.1,17.4,18.1,19.9,70,70,21,3,1,18,1
"35",2013-04-21,7,19,12.9,14.1,14.5,15.4,70,70,21,3,1,18,1
"36",2013-04-22,7,17,23.7,24.4,27.1,27.1,70,70,33,6,3,27,1
"37",2013-04-22,7,18,30,70,70,70,70,70,33,6,3,27,1
"38",2013-04-22,7,55,20.9,20.9,23.5,70,70,70,33,6,3,27,1
"39",2013-04-23,7,19,21,24.6,25.4,27,70,70,34,4,2,30,1
"40",2013-04-23,7,25,27,27.1,27.1,27.1,70,70,34,4,2,30,1
"41",2013-04-24,7,1,6.9,7.2,7.6,8.3,70,70,45,9,5,36,1
"42",2013-04-24,7,18,30,70,70,70,70,70,45,9,5,36,1
"43",2013-04-24,7,19,12.5,13.4,16.6,16.7,70,70,45,9,5,36,1
"44",2013-04-24,7,19,18.7,19.8,22,24.5,70,70,45,9,5,36,1
"45",2013-04-24,7,58,14.8,20.8,27.1,27.1,70,70,45,9,5,36,1
"46",2013-04-25,7,4,13.1,13.6,14.6,15.3,70,70,22,3,1,19,1
"47",2013-04-26,7,1,11.9,12.3,13.7,14.8,70,70,31,6,3,25,1
"48",2013-04-26,7,2,19.2,19.6,20.7,27,70,70,31,6,3,25,1
"49",2013-04-26,7,4,17.9,18.2,20.8,21.7,70,70,31,6,3,25,1
"50",2013-04-28,7,19,9.4,9.6,9.7,11,70,70,29,5,2,24,1
"51",2013-04-28,7,4,12.8,13.1,16,17.9,70,70,29,5,2,24,1
"52",2013-04-29,7,14,9.1,15.9,19.9,24.6,70,70,39,6,5,33,1
"53",2013-04-29,7,14,15.5,21.8,27.1,27.1,70,70,39,6,5,33,1
"54",2013-04-29,7,18,27.1,70,70,70,70,70,39,6,5,33,1
"55",2013-04-29,7,18,23.3,70,70,70,70,70,39,6,5,33,1
"56",2013-04-29,7,9,22.1,27.1,27.1,70,70,70,39,6,5,33,1
"57",2013-04-29,31,35,23.3,27,70,70,70,70,6,1,1,5,1
"58",2013-04-30,7,83,15.1,15.5,15.9,17,70,70,25,5,1,20,1
"59",2013-04-30,25,19,19.3,20.1,26.9,27,70,70,11,3,2,8,1
"60",2013-04-30,25,56,24.7,27.1,70,70,70,70,11,3,2,8,1
"61",2013-05-01,7,19,17.3,18.4,19.3,20.5,70,70,28,4,3,24,1
"62",2013-05-01,7,55,12.8,13.4,17,70,70,70,28,4,3,24,1
"63",2013-05-01,7,61,22.3,22.4,27.1,70,70,70,28,4,3,24,1
"64",2013-05-01,25,1,21.1,21.4,23.3,26.9,70,70,15,5,4,10,1
"65",2013-05-01,25,25,23,27,27,27.1,70,70,15,5,4,10,1
"66",2013-05-01,25,25,19.7,20.8,27.1,30,70,70,15,5,4,10,1
"67",2013-05-01,25,83,16.7,17.4,19.5,19.6,70,70,15,5,4,10,1
"68",2013-05-01,41,14,10.1,12.4,18.6,22.6,70,70,9,3,1,6,1
"69",2013-05-02,7,16,19.9,20.9,27.1,70,70,70,23,4,3,19,1
"70",2013-05-02,7,18,27.1,70,70,70,70,70,23,4,3,19,1
"71",2013-05-02,7,19,11,11.1,11.6,13.8,70,70,23,4,3,19,1
"72",2013-05-03,2,4,14,14.2,15.9,16.1,70,70,15,3,1,12,1
"73",2013-05-03,7,1,16.1,16.7,19.5,19.9,70,70,42,7,4,35,1
"74",2013-05-03,7,1,11.5,11.9,13,15.3,70,70,42,7,4,35,1
"75",2013-05-03,7,2,15.6,16.3,17.8,22.1,70,70,42,7,4,35,1
"76",2013-05-03,7,33,14.4,18,24.4,27.1,70,70,42,7,4,35,1
"77",2013-05-03,25,2,15.7,16.9,18.5,27.1,70,70,7,1,1,6,1
"78",2013-05-03,41,25,20,20.4,27.1,30,70,70,7,1,1,6,1
"79",2013-05-04,2,19,23.4,24.2,27.1,27.1,70,70,13,2,2,11,1
"80",2013-05-04,2,9,18.5,27.1,27.1,70,70,70,13,2,2,11,1
"81",2013-05-04,7,1,14.5,14.8,15.6,16.3,70,70,22,4,3,18,1
"82",2013-05-04,7,30,8,8.5,11.2,15.8,70,70,22,4,3,18,1
"83",2013-05-04,7,4,23,23.2,24,25.5,70,70,22,4,3,18,1
"84",2013-05-04,41,10,27.1,27.1,70,70,70,70,6,1,1,5,1
"85",2013-05-05,7,16,15.3,18.7,24.7,70,70,70,20,2,2,18,1
"86",2013-05-05,7,55,14.6,14.6,20.4,70,70,70,20,2,2,18,1
"87",2013-05-06,2,1,14,14.8,16.5,17.7,70,70,19,5,3,14,1
"88",2013-05-06,2,19,11.7,11.9,12.5,13.3,70,70,19,5,3,14,1
"89",2013-05-06,2,21,22.8,27.1,70,70,70,70,19,5,3,14,1
"90",2013-05-06,7,1,7,7.2,7.7,8.8,70,70,23,5,3,18,1
"91",2013-05-06,7,18,27.1,70,70,70,70,70,23,5,3,18,1
"92",2013-05-06,7,19,9.5,9.7,10,10.8,70,70,23,5,3,18,1
"93",2013-05-06,25,19,13.8,14.1,14.6,15.5,70,70,8,2,2,6,1
"94",2013-05-06,25,48,18.1,18.7,70,70,70,70,8,2,2,6,1
"95",2013-05-07,2,19,8.7,8.8,9.2,10.1,70,70,6,2,1,4,1
"96",2013-05-07,7,1,11.6,11.6,11.9,13,70,70,58,11,7,47,1
"97",2013-05-07,7,19,15.7,15.9,16.4,17.5,70,70,58,11,7,47,1
"98",2013-05-07,7,19,10.9,11,11.2,13.3,70,70,58,11,7,47,1
"99",2013-05-07,7,19,16,16.1,16.3,17.3,70,70,58,11,7,47,1
"100",2013-05-07,7,33,14.5,19,27,27.1,70,70,58,11,7,47,1
"101",2013-05-07,7,35,19.8,27.1,70,70,70,70,58,11,7,47,1
"102",2013-05-07,7,4,20.6,20.8,22.9,23.3,70,70,58,11,7,47,1
"103",2013-05-07,25,9,20.3,27.1,27.1,70,70,70,6,1,1,5,1
"104",2013-05-08,2,16,16.2,23.7,27.1,70,70,70,24,5,5,19,1
"105",2013-05-08,2,18,20.7,70,70,70,70,70,24,5,5,19,1
"106",2013-05-08,2,25,18.8,20.1,20.2,20.5,70,70,24,5,5,19,1
"107",2013-05-08,2,4,11.5,12.6,16.9,21.4,70,70,24,5,5,19,1
"108",2013-05-08,2,4,9.9,10.3,14.2,15.9,70,70,24,5,5,19,1
"109",2013-05-08,7,1,21.4,21.5,22.4,23.8,70,70,47,8,6,39,1
"110",2013-05-08,7,16,19.6,20.1,30,70,70,70,47,8,6,39,1
"111",2013-05-08,7,17,17.7,18,18,19,70,70,47,8,6,39,1
"112",2013-05-08,7,17,6.8,9.9,10.4,17.8,70,70,47,8,6,39,1
"113",2013-05-08,7,35,21.9,27.1,70,70,70,70,47,8,6,39,1
"114",2013-05-08,7,4,16.1,16.4,19.1,20.2,70,70,47,8,6,39,1
"115",2013-05-09,2,53,5,5,5,30,70,70,14,4,1,10,1
"116",2013-05-09,7,17,24.2,27.1,27.1,27.1,70,70,40,6,3,34,1
"117",2013-05-09,7,23,16.6,22.3,27.1,70,70,70,40,6,3,34,1
"118",2013-05-09,7,4,20.9,21.2,23.5,23.7,70,70,40,6,3,34,1
"119",2013-05-09,25,14,15,16.2,19.9,26.9,70,70,17,5,5,12,1
"120",2013-05-09,25,30,10.3,10.5,11.8,12.5,70,70,17,5,5,12,1
"121",2013-05-09,25,30,20.8,22.3,27,27.1,70,70,17,5,5,12,1
"122",2013-05-09,25,43,19.8,20,27.1,27.1,70,70,17,5,5,12,1
"123",2013-05-09,25,83,11.5,12.1,12.6,15.9,70,70,17,5,5,12,1
"124",2013-05-10,2,13,14.8,14.8,20.8,23.4,70,70,25,4,2,21,1
"125",2013-05-10,2,19,13.9,14.2,14.7,15.9,70,70,25,4,2,21,1
"126",2013-05-10,7,1,24.3,24.3,26.8,27,70,70,54,9,7,45,1
"127",2013-05-10,7,1,17.2,17.9,18.4,18.9,70,70,54,9,7,45,1
"128",2013-05-10,7,14,15.3,17.1,22.2,27.1,70,70,54,9,7,45,1
"129",2013-05-10,7,14,7.6,9.6,15.2,20,70,70,54,9,7,45,1
"130",2013-05-10,7,16,27,27.1,30,70,70,70,54,9,7,45,1
"131",2013-05-10,7,17,18.2,19.1,19.2,20.3,70,70,54,9,7,45,1
"132",2013-05-10,7,33,21.5,27,27,27.1,70,70,54,9,7,45,1
"133",2013-05-10,25,25,15.8,16.5,16.6,17.2,70,70,8,2,1,6,1
"134",2013-05-10,41,25,16,16.5,16.5,17.9,70,70,7,1,1,6,1
"135",2013-05-11,2,14,5,11.5,16.2,21.9,70,70,13,2,1,11,1
"136",2013-05-11,7,14,13.2,21.2,26.8,27.1,70,70,23,3,1,20,1
"137",2013-05-11,41,18,27.1,70,70,70,70,70,7,1,1,6,1
"138",2013-05-12,7,1,21.5,21.6,21.8,22.4,70,70,24,4,3,20,1
"139",2013-05-12,7,19,18.2,18.3,18.7,19.5,70,70,24,4,3,20,1
"140",2013-05-12,7,33,13.7,17.3,24.4,27,70,70,24,4,3,20,1
"141",2013-05-13,2,18,25.1,70,70,70,70,70,14,4,2,10,1
"142",2013-05-13,2,19,21.1,21.2,21.4,22.3,70,70,14,4,2,10,1
"143",2013-05-13,7,1,18.8,19.5,19.9,20.7,70,70,38,8,2,30,1
"144",2013-05-13,7,16,19.5,20.3,27.1,70,70,70,38,8,2,30,1
"145",2013-05-13,25,25,23,27.1,27.1,27.1,70,70,7,1,1,6,1
"146",2013-05-14,2,15,17.6,21.7,22.2,27.1,70,70,16,4,2,12,1
"147",2013-05-14,2,25,19.7,21.1,21.2,21.4,70,70,16,4,2,12,1
"148",2013-05-14,7,10,27.1,27.1,70,70,70,70,27,3,2,24,1
"149",2013-05-14,7,13,15.7,15.7,21.1,24,70,70,27,3,2,24,1
"150",2013-05-15,2,13,20.8,21,27.1,30,70,70,11,3,2,8,1
"151",2013-05-15,2,5,22.9,23.1,30,70,70,70,11,3,2,8,1
"152",2013-05-15,7,107,23,24.2,24.3,25,70,70,50,8,2,42,1
"153",2013-05-15,7,4,17,17.3,20,21.2,70,70,50,8,2,42,1
"154",2013-05-15,25,1,6,6,6.6,7,70,70,8,2,2,6,1
"155",2013-05-15,25,43,13.3,13.3,21.1,21.1,70,70,8,2,2,6,1
"156",2013-05-15,41,13,5,5,5,5,70,70,18,4,3,14,1
"157",2013-05-15,41,14,11.2,19.2,20.7,23.5,70,70,18,4,3,14,1
"158",2013-05-15,41,62,23.4,23.5,24.7,27.1,70,70,18,4,3,14,1
"159",2013-05-16,2,1,18.1,19.7,19.9,21.6,70,70,25,6,5,19,1
"160",2013-05-16,2,19,22.2,23.3,27.1,27.1,70,70,25,6,5,19,1
"161",2013-05-16,2,2,8.8,9.9,10.1,10.2,70,70,25,6,5,19,1
"162",2013-05-16,2,25,13.6,14.1,14.6,15,70,70,25,6,5,19,1
"163",2013-05-16,2,6,14.8,14.8,21.5,70,70,70,25,6,5,19,1
"164",2013-05-16,7,18,23.5,70,70,70,70,70,36,6,3,30,1
"165",2013-05-16,7,2,19.2,19.6,20.3,27.1,70,70,36,6,3,30,1
"166",2013-05-16,7,4,9.6,9.9,11,12.1,70,70,36,6,3,30,1
"167",2013-05-16,31,1,21.8,22.5,23.3,25.5,70,70,8,2,1,6,1
"168",2013-05-17,2,1,14.5,16.5,17,18,70,70,25,6,6,19,1
"169",2013-05-17,2,13,27.1,27.1,27.1,30,70,70,25,6,6,19,1
"170",2013-05-17,2,14,12.5,14.2,27.1,27.1,70,70,25,6,6,19,1
"171",2013-05-17,2,19,12.6,12.7,12.9,13.6,70,70,25,6,6,19,1
"172",2013-05-17,2,4,17.6,17.9,21.2,22.4,70,70,25,6,6,19,1
"173",2013-05-17,2,6,6,6,15,70,70,70,25,6,6,19,1
"174",2013-05-17,7,19,20.6,20.8,21.4,22.3,70,70,30,6,2,24,1
"175",2013-05-17,7,35,27.1,30,70,70,70,70,30,6,2,24,1
"176",2013-05-17,25,19,13,13.4,14.2,15.1,70,70,9,3,3,6,1
"177",2013-05-17,25,4,15.2,15.7,20.7,25.9,70,70,9,3,3,6,1
"178",2013-05-17,25,9,17.9,24.6,27.1,70,70,70,9,3,3,6,1
"179",2013-05-18,7,13,12.6,12.9,17.9,21.1,70,70,20,2,1,18,1
"180",2013-05-18,25,19,16.7,17,17.7,18.6,70,70,8,2,1,6,1
"181",2013-05-19,7,1,24.2,24.3,27.1,27.1,70,70,27,3,3,24,1
"182",2013-05-19,7,17,10,13.3,13.4,20.7,70,70,27,3,3,24,1
"183",2013-05-19,7,2,19,19.4,20.2,23.8,70,70,27,3,3,24,1
"184",2013-05-19,41,19,19.7,20,20.4,21.1,70,70,24,4,2,20,1
"185",2013-05-19,41,19,11.7,12.1,12.8,14,70,70,24,4,2,20,1
"186",2013-05-20,2,1,7.8,7.9,8.5,9.3,70,70,12,3,2,9,1
"187",2013-05-20,2,1,22.8,24.1,27.1,27.1,70,70,12,3,2,9,1
"188",2013-05-20,7,1,13.8,13.9,14.1,15.1,70,70,8,2,1,6,1
"189",2013-05-20,10,4,15.4,16,19.5,20.9,70,70,10,2,1,8,1
"190",2013-05-20,25,14,9,18.3,21.6,27.1,70,70,18,3,1,15,1
"191",2013-05-20,31,4,20.7,20.9,22.3,27.1,70,70,17,5,1,12,1
"192",2013-05-21,2,14,10.2,18.3,23.2,27.1,70,70,15,3,1,12,1
"193",2013-05-21,7,1,14.3,14.3,15.6,16.6,70,70,40,6,2,34,1
"194",2013-05-21,7,33,13.2,16.6,23.7,25.6,70,70,40,6,2,34,1
"195",2013-05-21,10,4,6,7.2,10,10.5,70,70,21,5,1,16,1
"196",2013-05-21,41,14,7.2,7.8,10.8,27.1,70,70,18,4,3,14,1
"197",2013-05-21,41,19,19.1,19.3,19.8,20.3,70,70,18,4,3,14,1
"198",2013-05-21,41,35,20.8,24.1,70,70,70,70,18,4,3,14,1
"199",2013-05-22,2,19,13.9,14.4,15.8,16.8,70,70,24,7,6,17,1
"200",2013-05-22,2,30,19,20.2,20.9,21,70,70,24,7,6,17,1
"201",2013-05-22,2,30,8.3,9.2,10.8,12.2,70,70,24,7,6,17,1
"202",2013-05-22,2,51,20.6,20.7,21.5,22.1,27.1,27.1,24,7,6,17,1
"203",2013-05-22,2,52,9.4,9.9,15.1,16.6,20,20,24,7,6,17,1
"204",2013-05-22,2,9,19.2,27.1,27.1,70,70,70,24,7,6,17,1
"205",2013-05-22,7,16,17,17.5,22.2,70,70,70,22,4,2,18,1
"206",2013-05-22,7,19,11.3,11.8,14.5,14.7,70,70,22,4,2,18,1
"207",2013-05-22,25,1,22.1,24.1,24.8,27,70,70,7,1,1,6,1
"208",2013-05-23,2,4,18.8,19.9,23.5,25.7,70,70,19,4,2,15,1
"209",2013-05-23,2,43,16.3,17.5,17.7,19.2,70,70,19,4,2,15,1
"210",2013-05-23,7,16,17.2,23.2,27.1,70,70,70,21,2,2,19,1
"211",2013-05-23,7,19,20.9,21,21.4,22.3,70,70,21,2,2,19,1
"212",2013-05-23,25,1,11.6,11.6,11.9,12.7,70,70,17,4,4,13,1
"213",2013-05-23,25,13,6.8,7.1,13.3,15.8,70,70,17,4,4,13,1
"214",2013-05-23,25,30,6,6,12.9,16.1,70,70,17,4,4,13,1
"215",2013-05-23,25,9,16.7,23.7,25.9,70,70,70,17,4,4,13,1
"216",2013-05-23,31,19,16,16.3,17,17.6,70,70,8,2,1,6,1
"217",2013-05-23,41,1,21,22,22.4,23.4,70,70,9,3,3,6,1
"218",2013-05-23,41,13,18.1,18.7,24.4,27.1,70,70,9,3,3,6,1
"219",2013-05-23,41,25,20.6,20.7,27.1,27.1,70,70,9,3,3,6,1
"220",2013-05-24,2,1,18.6,18.8,19.1,19.5,70,70,23,7,5,16,1
"221",2013-05-24,2,1,9.4,10,10.5,11,70,70,23,7,5,16,1
"222",2013-05-24,2,19,17.7,17.9,18.1,19,70,70,23,7,5,16,1
"223",2013-05-24,2,2,8.6,9.7,9.9,18.2,70,70,23,7,5,16,1
"224",2013-05-24,2,47,25.2,27.1,27.1,70,70,70,23,7,5,16,1
"225",2013-05-24,7,18,27.1,70,70,70,70,70,35,6,1,29,1
"226",2013-05-24,10,19,19.7,20,20.3,20.5,70,70,12,3,1,9,1
"227",2013-05-24,25,35,22.1,23.7,70,70,70,70,7,1,1,6,1
"228",2013-05-24,41,13,12.2,12.8,18.7,21.9,70,70,20,4,3,16,1
"229",2013-05-24,41,14,17.8,17.9,27.1,27.1,70,70,20,4,3,16,1
"230",2013-05-24,41,16,21.1,21.5,30,70,70,70,20,4,3,16,1
"231",2013-05-25,2,14,15.1,18,27.1,27.1,70,70,26,7,4,19,1
"232",2013-05-25,2,15,18.4,18.6,18.7,19.3,70,70,26,7,4,19,1
"233",2013-05-25,2,25,6.4,8.2,8.5,8.6,70,70,26,7,4,19,1
"234",2013-05-25,2,4,14.8,15,17,17.3,70,70,26,7,4,19,1
"235",2013-05-25,31,19,22.3,24.6,27,27.1,70,70,7,1,1,6,1
"236",2013-05-26,2,14,12.2,20,21.5,27.1,70,70,9,3,3,6,1
"237",2013-05-26,2,25,14,15.6,15.6,16,70,70,9,3,3,6,1
"238",2013-05-26,2,25,5,6.9,7,7.2,70,70,9,3,3,6,1
"239",2013-05-26,7,4,13.2,13.3,16.1,17.2,70,70,22,3,1,19,1
"240",2013-05-27,7,1,18.1,18.1,18.6,20.8,70,70,30,6,4,24,1
"241",2013-05-27,7,14,16.2,17.7,27.1,27.1,70,70,30,6,4,24,1
"242",2013-05-27,7,25,20.7,20.9,21.1,22.4,70,70,30,6,4,24,1
"243",2013-05-27,7,35,27.1,30,70,70,70,70,30,6,4,24,1
"244",2013-05-28,2,1,6,6,7,8.3,70,70,11,3,2,8,1
"245",2013-05-28,2,9,22.5,27.1,27.1,70,70,70,11,3,2,8,1
"246",2013-05-28,7,1,17.6,18,18.5,19.2,70,70,28,3,2,25,1
"247",2013-05-28,7,17,27,27.1,27.1,27.1,70,70,28,3,2,25,1
"248",2013-05-28,25,33,14,14.2,21.5,22.3,70,70,14,2,1,12,1
"249",2013-05-28,31,4,21.9,23.2,23.2,24.2,70,70,7,1,1,6,1
"250",2013-05-28,41,4,15.4,15.8,19.8,21.5,70,70,13,3,1,10,1
"251",2013-05-29,2,19,14.1,14.5,15.2,16.5,70,70,6,2,2,4,1
"252",2013-05-29,2,35,21.4,27.1,70,70,70,70,6,2,2,4,1
"253",2013-05-29,7,1,19,19.3,20.6,21.7,70,70,42,6,3,36,1
"254",2013-05-29,7,15,18.7,22.2,22.3,22.9,70,70,42,6,3,36,1
"255",2013-05-29,7,19,15.3,15.5,15.9,17,70,70,42,6,3,36,1
"256",2013-05-29,10,14,7.8,9.2,13.6,23.4,70,70,10,3,1,7,1
"257",2013-05-29,31,19,20.9,22,22.4,22.8,70,70,17,4,2,13,1
"258",2013-05-29,31,2,14.7,14.9,16.1,21.3,70,70,17,4,2,13,1
"259",2013-05-29,41,19,8.7,8.8,9.6,10.9,70,70,16,3,1,13,1
"260",2013-05-30,2,13,5,5,5,6.4,70,70,14,2,2,12,1
"261",2013-05-30,2,25,18,19.3,19.5,19.7,70,70,14,2,2,12,1
"262",2013-05-30,7,18,27.1,70,70,70,70,70,33,2,2,31,1
"263",2013-05-30,7,19,17.3,17.6,17.9,18.9,70,70,33,2,2,31,1
"264",2013-05-30,41,18,21.6,70,70,70,70,70,15,3,3,12,1
"265",2013-05-30,41,35,24.2,27.1,70,70,70,70,15,3,3,12,1
"266",2013-05-30,41,4,12.2,12.8,16.6,17.9,70,70,15,3,3,12,1
"267",2013-05-31,25,19,10.9,11,11.5,12.3,70,70,17,4,2,13,1
"268",2013-05-31,25,19,12,12.1,12.5,13.3,70,70,17,4,2,13,1
"269",2013-06-01,7,1,13.9,13.9,14.4,15.1,70,70,23,4,3,19,1
"270",2013-06-01,7,1,16.3,16.3,16.9,17.6,70,70,23,4,3,19,1
"271",2013-06-01,7,13,27.1,27.1,27.1,27.1,70,70,23,4,3,19,1
"272",2013-06-01,41,1,14.6,14.6,15.5,16.7,70,70,8,2,1,6,1
"273",2013-06-02,7,14,10.4,10.8,15.8,27.1,70,70,14,2,1,12,1
"274",2013-06-02,41,2,15.2,16.9,17.9,20.5,70,70,15,3,1,12,1
"275",2013-06-03,2,13,18,18.3,24.5,27.1,70,70,10,2,2,8,1
"276",2013-06-03,2,15,10,12.6,17.8,23,70,70,10,2,2,8,1
"277",2013-06-03,7,13,22.4,22.7,27.1,30,70,70,21,2,1,19,1
"278",2013-06-03,31,18,20.5,70,70,70,70,70,16,3,2,13,1
"279",2013-06-03,31,25,15.2,15.5,21.2,23.2,70,70,16,3,2,13,1
"280",2013-06-04,2,14,18.7,20.9,27.1,27.1,70,70,20,5,2,15,1
"281",2013-06-04,2,14,16.6,21,27.1,27.1,70,70,20,5,2,15,1
"282",2013-06-04,7,13,16.8,16.8,22.2,24.1,70,70,45,5,3,40,1
"283",2013-06-04,7,25,6,6.6,12.5,15.1,70,70,45,5,3,40,1
"284",2013-06-04,7,4,19.7,20,22.5,23,70,70,45,5,3,40,1
"285",2013-06-04,25,33,12.1,14.1,27,27.1,70,70,15,3,1,12,1
"286",2013-06-04,41,13,10.8,10.8,17.1,19.8,70,70,10,2,2,8,1
"287",2013-06-04,41,35,20.1,24,70,70,70,70,10,2,2,8,1
"288",2013-06-05,2,19,10.3,10.5,11.1,12.2,70,70,23,6,3,17,1
"289",2013-06-05,2,30,12,12.7,14.9,17,70,70,23,6,3,17,1
"290",2013-06-05,2,4,20,20.6,25.3,27,70,70,23,6,3,17,1
"291",2013-06-05,7,1,15.5,15.8,17.7,19,70,70,27,3,3,24,1
"292",2013-06-05,7,1,6,6,6.8,7.9,70,70,27,3,3,24,1
"293",2013-06-05,7,4,19.8,20.2,21.7,23.1,70,70,27,3,3,24,1
"294",2013-06-05,25,18,27.1,70,70,70,70,70,15,2,2,13,1
"295",2013-06-05,25,218,18.6,21.2,22.4,22.8,22.9,27.1,15,2,2,13,1
"296",2013-06-05,31,107,22.6,23,23.1,27.1,70,70,10,2,2,8,1
"297",2013-06-05,31,11,27,30,70,70,70,70,10,2,2,8,1
"298",2013-06-06,2,1,8,8,8.4,8.9,70,70,21,7,4,14,1
"299",2013-06-06,2,19,23.9,24.1,24.5,26.9,70,70,21,7,4,14,1
"300",2013-06-06,2,4,16.5,17,21.2,22.3,70,70,21,7,4,14,1
"301",2013-06-06,2,50,14.8,19.6,19.7,21.1,23.3,27.2,21,7,4,14,1
"302",2013-06-06,7,35,20.3,22.6,70,70,70,70,22,3,1,19,1
"303",2013-06-06,25,19,13.7,13.8,14.4,15.4,70,70,16,4,3,12,1
"304",2013-06-06,25,33,9.6,13.9,21.1,22.2,70,70,16,4,3,12,1
"305",2013-06-06,25,58,15.2,22,27.1,27.1,70,70,16,4,3,12,1
"306",2013-06-06,31,102,22.7,23.3,23.7,24.3,70,70,11,1,1,10,1
"307",2013-06-07,2,13,17.9,18,24.3,27.1,70,70,7,2,1,5,1
"308",2013-06-07,7,1,20.2,20.2,21.8,21.8,70,70,59,8,5,51,1
"309",2013-06-07,7,13,18.6,18.7,25.4,27.1,70,70,59,8,5,51,1
"310",2013-06-07,7,19,19.2,19.4,19.9,20.8,70,70,59,8,5,51,1
"311",2013-06-07,7,2,20.6,21.1,21.1,21.9,70,70,59,8,5,51,1
"312",2013-06-07,7,4,13.6,13.9,17.1,17.2,70,70,59,8,5,51,1
"313",2013-06-07,25,23,22,22.8,27.1,70,70,70,15,3,1,12,1
"314",2013-06-08,7,4,13.4,13.8,14.7,15.6,70,70,31,6,2,25,1
"315",2013-06-08,7,8,24.5,27,27.1,70,70,70,31,6,2,25,1
"316",2013-06-08,41,1,12.6,12.7,13.1,13.8,70,70,7,1,1,6,1
"317",2013-06-09,7,1,16.1,16.2,17.7,19.1,70,70,23,4,2,19,1
"318",2013-06-09,7,36,24.3,27.2,30,30,30,70,23,4,2,19,1
"319",2013-06-10,2,1,14.4,14.5,15.1,15.4,70,70,20,5,2,15,1
"320",2013-06-10,2,1,7.9,8.4,9.7,10.6,70,70,20,5,2,15,1
"321",2013-06-10,7,16,14.1,14.4,19.5,70,70,70,22,3,1,19,1
"322",2013-06-10,25,10,27.1,27.1,70,70,70,70,9,3,2,6,1
"323",2013-06-10,25,19,16.1,16.3,16.8,18.3,70,70,9,3,2,6,1
"324",2013-06-11,7,1,22.1,22.3,23.4,23.4,70,70,14,2,1,12,1
"325",2013-06-11,25,1,9.6,9.8,11.5,12.4,70,70,14,2,2,12,1
"326",2013-06-11,25,18,24.3,70,70,70,70,70,14,2,2,12,1
"327",2013-06-12,2,4,18,18.4,21.7,23.3,70,70,11,1,1,10,1
"328",2013-06-12,7,1,17.9,18.8,19.1,19.8,70,70,33,4,2,29,1
"329",2013-06-12,7,16,18.3,24.5,27.1,70,70,70,33,4,2,29,1
"330",2013-06-12,41,13,30,30,30,30,70,70,6,1,1,5,1
