REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
Census Regions,West South Central,2016,30,673,2,5,1.04012,0.3,0.74
Census Regions,Mountain,2016,30,539,0,0,0,0,0
Census Regions,Pacific,2016,30,947,5,4,0.95037,0.53,0.42
Census Regions,New England,2016,31,203,0,1,0.492611,0,0.49
Census Regions,Mid-Atlantic,2016,31,831,1,0,0.120337,0.12,0
Census Regions,East North Central,2016,31,729,4,1,0.685871,0.55,0.14
Census Regions,West North Central,2016,31,474,3,0,0.632911,0.63,0
Census Regions,South Atlantic,2016,31,1142,11,11,1.92644,0.96,0.96
Census Regions,East South Central,2016,31,239,1,0,0.41841,0.42,0
Census Regions,West South Central,2016,31,580,5,5,1.72414,0.86,0.86
Census Regions,Mountain,2016,31,553,5,0,0.904159,0.9,0
Census Regions,Pacific,2016,31,924,3,2,0.541126,0.32,0.22
Census Regions,New England,2016,32,177,0,0,0,0,0
Census Regions,Mid-Atlantic,2016,32,881,0,0,0,0,0
Census Regions,East North Central,2016,32,761,3,0,0.394218,0.39,0
Census Regions,West North Central,2016,32,506,0,0,0,0,0
Census Regions,South Atlantic,2016,32,1207,8,20,2.3198,0.66,1.66
Census Regions,East South Central,2016,32,271,3,1,1.47601,1.11,0.37
Census Regions,West South Central,2016,32,589,3,3,1.01868,0.51,0.51
Census Regions,Mountain,2016,32,525,1,0,0.190476,0.19,0
Census Regions,Pacific,2016,32,856,4,6,1.16822,0.47,0.7
Census Regions,New England,2016,33,188,1,0,0.531915,0.53,0
Census Regions,Mid-Atlantic,2016,33,849,5,1,0.706714,0.59,0.12
Census Regions,East North Central,2016,33,689,6,0,0.870827,0.87,0
Census Regions,West North Central,2016,33,521,0,0,0,0,0
Census Regions,South Atlantic,2016,33,1264,12,13,1.97785,0.95,1.03
Census Regions,East South Central,2016,33,284,1,0,0.352113,0.35,0
Census Regions,West South Central,2016,33,590,2,4,1.01695,0.34,0.68
Census Regions,Mountain,2016,33,574,0,0,0,0,0
Census Regions,Pacific,2016,33,1015,0,3,0.295567,0,0.3
Census Regions,New England,2016,34,172,0,0,0,0,0
Census Regions,Mid-Atlantic,2016,34,772,0,1,0.129534,0,0.13
Census Regions,East North Central,2016,34,839,2,1,0.357569,0.24,0.12
Census Regions,West North Central,2016,34,532,0,0,0,0,0
Census Regions,South Atlantic,2016,34,1376,21,17,2.76163,1.53,1.24
Census Regions,East South Central,2016,34,324,1,1,0.617284,0.31,0.31
Census Regions,West South Central,2016,34,710,30,4,4.78873,4.23,0.56
Census Regions,Mountain,2016,34,621,1,0,0.161031,0.16,0
Census Regions,Pacific,2016,34,918,8,1,0.980392,0.87,0.11
Census Regions,New England,2016,35,180,2,0,1.11111,1.11,0
Census Regions,Mid-Atlantic,2016,35,841,3,1,0.475624,0.36,0.12
Census Regions,East North Central,2016,35,797,5,2,0.878294,0.63,0.25
Census Regions,West North Central,2016,35,557,0,0,0,0,0
Census Regions,South Atlantic,2016,35,1465,8,24,2.1843,0.55,1.64
Census Regions,East South Central,2016,35,397,1,2,0.755668,0.25,0.5
Census Regions,West South Central,2016,35,1022,45,12,5.5773,4.4,1.17
Census Regions,Mountain,2016,35,779,3,0,0.385109,0.39,0
Census Regions,Pacific,2016,35,1055,11,0,1.04265,1.04,0
Census Regions,New England,2016,36,239,1,0,0.41841,0.42,0
Census Regions,Mid-Atlantic,2016,36,850,0,2,0.235294,0,0.24
Census Regions,East North Central,2016,36,890,2,1,0.337079,0.22,0.11
Census Regions,West North Central,2016,36,670,3,0,0.447761,0.45,0
Census Regions,South Atlantic,2016,36,1766,21,35,3.17101,1.19,1.98
Census Regions,East South Central,2016,36,404,0,0,0,0,0
Census Regions,West South Central,2016,36,1059,17,16,3.11615,1.61,1.51
Census Regions,Mountain,2016,36,786,3,0,0.381679,0.38,0
Census Regions,Pacific,2016,36,1068,10,2,1.1236,0.94,0.19
Census Regions,New England,2016,37,315,0,0,0,0,0
Census Regions,Mid-Atlantic,2016,37,1035,6,2,0.772947,0.58,0.19
Census Regions,East North Central,2016,37,1134,8,4,1.0582,0.71,0.35
Census Regions,West North Central,2016,37,668,0,0,0,0,0
Census Regions,South Atlantic,2016,37,1811,28,34,3.42352,1.55,1.88
Census Regions,East South Central,2016,37,450,6,2,1.77778,1.33,0.44
Census Regions,West South Central,2016,37,1142,10,14,2.10158,0.88,1.23
Census Regions,Mountain,2016,37,876,3,0,0.342466,0.34,0
Census Regions,Pacific,2016,37,1296,13,2,1.15741,1,0.15
Census Regions,New England,2016,38,415,2,0,0.481928,0.48,0
Census Regions,Mid-Atlantic,2016,38,1153,2,1,0.260191,0.17,0.09
Census Regions,East North Central,2016,38,1143,7,4,0.96238,0.61,0.35
Census Regions,West North Central,2016,38,762,4,1,0.656168,0.52,0.13
Census Regions,South Atlantic,2016,38,1919,38,36,3.85618,1.98,1.88
Census Regions,East South Central,2016,38,504,2,2,0.793651,0.4,0.4
Census Regions,West South Central,2016,38,1210,10,19,2.39669,0.83,1.57
Census Regions,Mountain,2016,38,856,4,0,0.46729,0.47,0
Census Regions,Pacific,2016,38,1456,28,4,2.1978,1.92,0.27
Census Regions,New England,2016,39,465,2,0,0.430108,0.43,0
Census Regions,Mid-Atlantic,2016,39,1313,7,2,0.685453,0.53,0.15
Census Regions,East North Central,2016,39,1392,7,3,0.718391,0.5,0.22
Census Regions,West North Central,2016,39,936,2,0,0.213675,0.21,0
Census Regions,South Atlantic,2016,39,2244,45,51,4.27807,2.01,2.27
Census Regions,East South Central,2016,39,559,1,3,0.715564,0.18,0.54
Census Regions,West South Central,2016,39,1177,10,11,1.7842,0.85,0.93
Census Regions,Mountain,2016,39,906,2,2,0.441501,0.22,0.22
Census Regions,Pacific,2016,39,1604,30,11,2.55611,1.87,0.69
Census Regions,New England,2016,40,702,6,1,0.997151,0.85,0.14
Census Regions,Mid-Atlantic,2016,40,1579,10,4,0.886637,0.63,0.25
Census Regions,East North Central,2016,40,2189,6,6,0.548196,0.27,0.27
Census Regions,West North Central,2016,40,1109,3,0,0.270514,0.27,0
Census Regions,South Atlantic,2016,40,2650,43,62,3.96226,1.62,2.34
Census Regions,East South Central,2016,40,817,4,3,0.856793,0.49,0.37
Census Regions,West South Central,2016,40,1606,20,13,2.05479,1.25,0.81
Census Regions,Mountain,2016,40,1067,8,0,0.749766,0.75,0
Census Regions,Pacific,2016,40,1559,21,1,1.41116,1.35,0.06
Census Regions,New England,2016,41,835,5,1,0.718563,0.6,0.12
Census Regions,Mid-Atlantic,2016,41,1580,2,3,0.316456,0.13,0.19
Census Regions,East North Central,2016,41,2481,8,7,0.604595,0.32,0.28
Census Regions,West North Central,2016,41,1145,2,0,0.174672,0.17,0
Census Regions,South Atlantic,2016,41,2436,38,40,3.20197,1.56,1.64
Census Regions,East South Central,2016,41,935,12,7,2.03209,1.28,0.75
Census Regions,West South Central,2016,41,1678,16,20,2.14541,0.95,1.19
Census Regions,Mountain,2016,41,1142,9,3,1.05079,0.79,0.26
Census Regions,Pacific,2016,41,1623,14,2,0.985829,0.86,0.12
Census Regions,New England,2016,42,906,1,1,0.220751,0.11,0.11
Census Regions,Mid-Atlantic,2016,42,1720,16,1,0.988372,0.93,0.06
Census Regions,East North Central,2016,42,2596,11,14,0.96302,0.42,0.54
Census Regions,West North Central,2016,42,1272,4,2,0.471698,0.31,0.16
Census Regions,South Atlantic,2016,42,2697,36,56,3.4112,1.33,2.08
Census Regions,East South Central,2016,42,944,5,5,1.05932,0.53,0.53
Census Regions,West South Central,2016,42,1705,11,12,1.34897,0.65,0.7
Census Regions,Mountain,2016,42,1197,7,2,0.75188,0.58,0.17
Census Regions,Pacific,2016,42,1580,24,3,1.70886,1.52,0.19
Census Regions,New England,2016,43,831,3,2,0.601685,0.36,0.24
Census Regions,Mid-Atlantic,2016,43,1720,5,4,0.523256,0.29,0.23
Census Regions,East North Central,2016,43,2639,5,4,0.341038,0.19,0.15
Census Regions,West North Central,2016,43,1365,2,2,0.29304,0.15,0.15
Census Regions,South Atlantic,2016,43,2751,35,46,2.94438,1.27,1.67
Census Regions,East South Central,2016,43,892,6,6,1.34529,0.67,0.67
Census Regions,West South Central,2016,43,1722,17,18,2.03252,0.99,1.05
Census Regions,Mountain,2016,43,1260,13,0,1.03175,1.03,0
Census Regions,Pacific,2016,43,1670,54,4,3.47305,3.23,0.24
Census Regions,New England,2016,44,820,10,3,1.58537,1.22,0.37
Census Regions,Mid-Atlantic,2016,44,1790,11,1,0.670391,0.61,0.06
Census Regions,East North Central,2016,44,2892,15,9,0.829876,0.52,0.31
Census Regions,West North Central,2016,44,1351,5,2,0.518135,0.37,0.15
Census Regions,South Atlantic,2016,44,3199,63,77,4.37637,1.97,2.41
Census Regions,East South Central,2016,44,1016,15,10,2.46063,1.48,0.98
Census Regions,West South Central,2016,44,1859,20,12,1.72136,1.08,0.65
Census Regions,Mountain,2016,44,1317,14,1,1.13895,1.06,0.08
Census Regions,Pacific,2016,44,1894,44,1,2.37592,2.32,0.05
Census Regions,New England,2016,45,906,7,2,0.993377,0.77,0.22
Census Regions,Mid-Atlantic,2016,45,1886,13,3,0.848356,0.69,0.16
Census Regions,East North Central,2016,45,3195,10,6,0.500782,0.31,0.19
Census Regions,West North Central,2016,45,1296,2,0,0.154321,0.15,0
Census Regions,South Atlantic,2016,45,3242,93,85,5.49044,2.87,2.62
Census Regions,East South Central,2016,45,1135,5,2,0.61674,0.44,0.18
Census Regions,West South Central,2016,45,2166,20,21,1.89289,0.92,0.97
Census Regions,Mountain,2016,45,1446,26,0,1.79806,1.8,0
Census Regions,Pacific,2016,45,2003,89,3,4.59311,4.44,0.15
Census Regions,New England,2016,46,924,12,1,1.40693,1.3,0.11
Census Regions,Mid-Atlantic,2016,46,1869,19,3,1.1771,1.02,0.16
Census Regions,East North Central,2016,46,3159,21,14,1.10795,0.66,0.44
Census Regions,West North Central,2016,46,1424,8,3,0.772472,0.56,0.21
Census Regions,South Atlantic,2016,46,3543,96,80,4.96754,2.71,2.26
Census Regions,East South Central,2016,46,1174,16,9,2.12947,1.36,0.77
Census Regions,West South Central,2016,46,2513,44,27,2.82531,1.75,1.07
Census Regions,Mountain,2016,46,1513,21,1,1.45406,1.39,0.07
Census Regions,Pacific,2016,46,2133,99,3,4.782,4.64,0.14
Census Regions,New England,2016,47,903,8,4,1.3289,0.89,0.44
Census Regions,Mid-Atlantic,2016,47,1887,32,4,1.90779,1.7,0.21
Census Regions,East North Central,2016,47,3021,36,9,1.48957,1.19,0.3
Census Regions,West North Central,2016,47,1300,14,2,1.23077,1.08,0.15
Census Regions,South Atlantic,2016,47,3644,142,109,6.88804,3.9,2.99
Census Regions,East South Central,2016,47,1126,15,9,2.13144,1.33,0.8
Census Regions,West South Central,2016,47,2248,35,21,2.4911,1.56,0.93
Census Regions,Mountain,2016,47,1512,40,1,2.71164,2.65,0.07
Census Regions,Pacific,2016,47,2111,116,7,5.82662,5.5,0.33
Census Regions,New England,2016,48,1099,28,2,2.72975,2.55,0.18
Census Regions,Mid-Atlantic,2016,48,2259,50,9,2.61178,2.21,0.4
Census Regions,East North Central,2016,48,3627,31,11,1.15798,0.85,0.3
Census Regions,West North Central,2016,48,1622,25,5,1.84957,1.54,0.31
Census Regions,South Atlantic,2016,48,3953,150,96,6.22312,3.79,2.43
Census Regions,East South Central,2016,48,1303,17,17,2.60936,1.3,1.3
Census Regions,West South Central,2016,48,2544,26,25,2.00472,1.02,0.98
Census Regions,Mountain,2016,48,1775,58,0,3.26761,3.27,0
Census Regions,Pacific,2016,48,2514,117,11,5.09149,4.65,0.44
Census Regions,New England,2016,49,994,17,5,2.21328,1.71,0.5
Census Regions,Mid-Atlantic,2016,49,1756,53,5,3.30296,3.02,0.28
Census Regions,East North Central,2016,49,3628,66,19,2.34289,1.82,0.52
Census Regions,West North Central,2016,49,1619,25,1,1.60593,1.54,0.06
Census Regions,South Atlantic,2016,49,3997,216,94,7.75582,5.4,2.35
Census Regions,East South Central,2016,49,1261,24,9,2.61697,1.9,0.71
Census Regions,West South Central,2016,49,2357,50,31,3.43657,2.12,1.32
Census Regions,Mountain,2016,49,1619,68,4,4.44719,4.2,0.25
Census Regions,Pacific,2016,49,2478,155,12,6.73931,6.26,0.48
Census Regions,New England,2016,50,1062,37,4,3.86064,3.48,0.38
Census Regions,Mid-Atlantic,2016,50,2418,121,6,5.25227,5,0.25
Census Regions,East North Central,2016,50,3878,94,19,2.91387,2.42,0.49
Census Regions,West North Central,2016,50,1577,42,2,2.79011,2.66,0.13
Census Regions,South Atlantic,2016,50,4271,394,120,12.0347,9.23,2.81
Census Regions,East South Central,2016,50,1436,44,13,3.96936,3.06,0.91
Census Regions,West South Central,2016,50,2869,121,28,5.19345,4.22,0.98
Census Regions,Mountain,2016,50,2105,144,2,6.93587,6.84,0.1
Census Regions,Pacific,2016,50,2945,320,9,11.1715,10.87,0.31
Census Regions,New England,2016,51,1206,92,6,8.12604,7.63,0.5
Census Regions,Mid-Atlantic,2016,51,2734,249,22,9.91222,9.11,0.8
Census Regions,East North Central,2016,51,4168,180,39,5.25432,4.32,0.94
Census Regions,West North Central,2016,51,1744,89,5,5.38991,5.1,0.29
Census Regions,South Atlantic,2016,51,5194,630,142,14.8633,12.13,2.73
Census Regions,East South Central,2016,51,1535,60,16,4.95114,3.91,1.04
Census Regions,West South Central,2016,51,2900,174,70,8.41379,6,2.41
Census Regions,Mountain,2016,51,2522,342,10,13.9572,13.56,0.4
Census Regions,Pacific,2016,51,3497,556,12,16.2425,15.9,0.34
Census Regions,New England,2016,52,1810,216,12,12.5967,11.93,0.66
Census Regions,Mid-Atlantic,2016,52,3051,477,23,16.3881,15.63,0.75
Census Regions,East North Central,2016,52,5178,354,52,7.84087,6.84,1
Census Regions,West North Central,2016,52,2072,145,10,7.48069,7,0.48
Census Regions,South Atlantic,2016,52,5627,691,133,14.6437,12.28,2.36
Census Regions,East South Central,2016,52,1805,107,28,7.47922,5.93,1.55
Census Regions,West South Central,2016,52,3641,226,74,8.23949,6.21,2.03
Census Regions,Mountain,2016,52,3153,552,11,17.856,17.51,0.35
Census Regions,Pacific,2016,52,4845,1087,30,23.0547,22.44,0.62
Census Regions,New England,2017,1,1938,209,20,11.8163,10.78,1.03
Census Regions,Mid-Atlantic,2017,1,3956,564,35,15.1416,14.26,0.88
Census Regions,East North Central,2017,1,5791,430,68,8.59955,7.43,1.17
Census Regions,West North Central,2017,1,2307,181,11,8.3225,7.85,0.48
Census Regions,South Atlantic,2017,1,5434,576,114,12.6978,10.6,2.1
Census Regions,East South Central,2017,1,1596,84,16,6.26566,5.26,1
Census Regions,West South Central,2017,1,3343,239,78,9.4825,7.15,2.33
Census Regions,Mountain,2017,1,3396,459,5,13.6631,13.52,0.15
Census Regions,Pacific,2017,1,5761,1302,23,22.9995,22.6,0.4
Census Regions,New England,2017,2,2047,288,16,14.851,14.07,0.78
Census Regions,Mid-Atlantic,2017,2,3444,557,37,17.2474,16.17,1.07
Census Regions,East North Central,2017,2,5903,573,98,11.3671,9.71,1.66
Census Regions,West North Central,2017,2,2648,284,25,11.6692,10.73,0.94
Census Regions,South Atlantic,2017,2,4727,525,102,13.2642,11.11,2.16
Census Regions,East South Central,2017,2,1466,103,25,8.73124,7.03,1.71
Census Regions,West South Central,2017,2,3527,387,91,13.5526,10.97,2.58
Census Regions,Mountain,2017,2,3337,468,7,14.2343,14.02,0.21
Census Regions,Pacific,2017,2,5944,1304,27,22.3923,21.94,0.45
Census Regions,New England,2017,3,2212,372,20,17.7215,16.82,0.9
Census Regions,Mid-Atlantic,2017,3,3615,700,42,20.5256,19.36,1.16
Census Regions,East North Central,2017,3,6318,787,152,14.8623,12.46,2.41
Census Regions,West North Central,2017,3,2746,411,32,16.1326,14.97,1.17
Census Regions,South Atlantic,2017,3,5604,902,169,19.1113,16.1,3.02
Census Regions,East South Central,2017,3,1424,129,29,11.0955,9.06,2.04
Census Regions,West South Central,2017,3,3549,476,112,16.568,13.41,3.16
Census Regions,Mountain,2017,3,3114,432,10,14.194,13.87,0.32
Census Regions,Pacific,2017,3,5712,1223,40,22.1113,21.41,0.7
Census Regions,New England,2017,4,2534,441,26,18.4294,17.4,1.03
Census Regions,Mid-Atlantic,2017,4,4793,1074,76,23.9933,22.41,1.59
Census Regions,East North Central,2017,4,6516,887,215,16.9122,13.61,3.3
Census Regions,West North Central,2017,4,2792,421,31,16.1891,15.08,1.11
Census Regions,South Atlantic,2017,4,5741,911,206,19.4565,15.87,3.59
Census Regions,East South Central,2017,4,1434,129,19,10.3208,9,1.32
Census Regions,West South Central,2017,4,3919,546,113,16.8155,13.93,2.88
Census Regions,Mountain,2017,4,3209,425,19,13.8361,13.24,0.59
Census Regions,Pacific,2017,4,5306,935,47,18.5074,17.62,0.89
Census Regions,New England,2017,5,2508,569,31,23.9234,22.69,1.24
Census Regions,Mid-Atlantic,2017,5,4231,1096,70,27.5585,25.9,1.65
Census Regions,East North Central,2017,5,6936,1167,279,20.8478,16.83,4.02
Census Regions,West North Central,2017,5,3058,499,60,18.2799,16.32,1.96
Census Regions,South Atlantic,2017,5,6717,1264,235,22.3165,18.82,3.5
Census Regions,East South Central,2017,5,1795,196,43,13.3148,10.92,2.4
Census Regions,West South Central,2017,5,4886,907,200,22.6566,18.56,4.09
Census Regions,Mountain,2017,5,3360,522,21,16.1607,15.54,0.63
Census Regions,Pacific,2017,5,5112,854,56,17.8013,16.71,1.1
Census Regions,New England,2017,6,2801,733,48,27.8829,26.17,1.71
Census Regions,Mid-Atlantic,2017,6,4678,1324,129,31.0603,28.3,2.76
Census Regions,East North Central,2017,6,9209,1909,660,27.8966,20.73,7.17
Census Regions,West North Central,2017,6,3742,682,122,21.4858,18.23,3.26
Census Regions,South Atlantic,2017,6,7783,1492,324,23.3329,19.17,4.16
Census Regions,East South Central,2017,6,2113,282,58,16.0909,13.35,2.74
Census Regions,West South Central,2017,6,5943,1228,299,25.6941,20.66,5.03
Census Regions,Mountain,2017,6,3928,602,55,16.7261,15.33,1.4
Census Regions,Pacific,2017,6,4713,648,45,14.704,13.75,0.95
Census Regions,New England,2017,7,2755,632,71,25.5172,22.94,2.58
Census Regions,Mid-Atlantic,2017,7,5141,1213,168,26.8625,23.59,3.27
Census Regions,East North Central,2017,7,10722,2463,924,31.5893,22.97,8.62
Census Regions,West North Central,2017,7,4120,733,215,23.0097,17.79,5.22
Census Regions,South Atlantic,2017,7,8359,1486,495,23.699,17.78,5.92
Census Regions,East South Central,2017,7,2324,317,95,17.7281,13.64,4.09
Census Regions,West South Central,2017,7,5626,1107,330,25.5421,19.68,5.87
Census Regions,Mountain,2017,7,3824,593,44,16.6579,15.51,1.15
Census Regions,Pacific,2017,7,4230,431,78,12.0331,10.19,1.84
Census Regions,New England,2017,8,2607,609,89,26.7741,23.36,3.41
Census Regions,Mid-Atlantic,2017,8,4891,1050,187,25.2914,21.47,3.82
Census Regions,East North Central,2017,8,11312,2502,1185,32.5937,22.12,10.48
Census Regions,West North Central,2017,8,3693,586,240,22.3666,15.87,6.5
Census Regions,South Atlantic,2017,8,8107,1501,531,25.0648,18.51,6.55
Census Regions,East South Central,2017,8,2293,316,128,19.3633,13.78,5.58
Census Regions,West South Central,2017,8,4992,860,313,23.4976,17.23,6.27
Census Regions,Mountain,2017,8,3703,472,70,14.6368,12.75,1.89
Census Regions,Pacific,2017,8,3685,308,67,10.1764,8.36,1.82
Census Regions,New England,2017,9,2300,391,107,21.6522,17,4.65
Census Regions,Mid-Atlantic,2017,9,3936,552,152,17.8862,14.02,3.86
Census Regions,East North Central,2017,9,9410,1463,899,25.101,15.55,9.55
Census Regions,West North Central,2017,9,2795,276,153,15.3488,9.87,5.47
Census Regions,South Atlantic,2017,9,6893,980,401,20.0348,14.22,5.82
Census Regions,East South Central,2017,9,1913,211,104,16.4663,11.03,5.44
Census Regions,West South Central,2017,9,4518,609,300,20.1195,13.48,6.64
Census Regions,Mountain,2017,9,3212,377,84,14.3524,11.74,2.62
Census Regions,Pacific,2017,9,3317,224,66,8.74284,6.75,1.99
Census Regions,New England,2017,10,2069,291,125,20.1063,14.06,6.04
Census Regions,Mid-Atlantic,2017,10,2867,286,158,15.4866,9.98,5.51
Census Regions,East North Central,2017,10,8785,1152,998,24.4735,13.11,11.36
Census Regions,West North Central,2017,10,2888,246,268,17.7978,8.52,9.28
Census Regions,South Atlantic,2017,10,6581,849,481,20.2097,12.9,7.31
Census Regions,East South Central,2017,10,2038,195,118,15.3582,9.57,5.79
Census Regions,West South Central,2017,10,4164,562,296,20.6052,13.5,7.11
Census Regions,Mountain,2017,10,3143,337,117,14.4448,10.72,3.72
Census Regions,Pacific,2017,10,3284,168,82,7.61267,5.12,2.5
Census Regions,New England,2017,11,1933,221,138,18.5722,11.43,7.14
Census Regions,Mid-Atlantic,2017,11,2415,223,184,16.853,9.23,7.62
Census Regions,East North Central,2017,11,8408,956,1096,24.4053,11.37,13.04
Census Regions,West North Central,2017,11,2846,178,321,17.5334,6.25,11.28
Census Regions,South Atlantic,2017,11,6585,729,606,20.2733,11.07,9.2
Census Regions,East South Central,2017,11,1861,161,112,14.6695,8.65,6.02
Census Regions,West South Central,2017,11,3696,393,281,18.2359,10.63,7.6
Census Regions,Mountain,2017,11,2956,257,152,13.8363,8.69,5.14
Census Regions,Pacific,2017,11,3118,150,85,7.53688,4.81,2.73
Census Regions,New England,2017,12,2003,204,212,20.7688,10.18,10.58
Census Regions,Mid-Atlantic,2017,12,3007,156,268,14.1004,5.19,8.91
Census Regions,East North Central,2017,12,8768,964,1361,26.5169,10.99,15.52
Census Regions,West North Central,2017,12,2215,143,341,21.851,6.46,15.4
Census Regions,South Atlantic,2017,12,6824,905,713,23.7104,13.26,10.45
Census Regions,East South Central,2017,12,2089,181,190,17.7597,8.66,9.1
Census Regions,West South Central,2017,12,3321,264,252,15.5375,7.95,7.59
Census Regions,Mountain,2017,12,2139,169,154,15.1005,7.9,7.2
Census Regions,Pacific,2017,12,2947,109,83,6.5151,3.7,2.82
Census Regions,New England,2017,13,2015,188,308,24.6154,9.33,15.29
Census Regions,Mid-Atlantic,2017,13,3071,130,354,15.7603,4.23,11.53
Census Regions,East North Central,2017,13,8063,740,1270,24.9287,9.18,15.75
Census Regions,West North Central,2017,13,2030,100,326,20.9852,4.93,16.06
Census Regions,South Atlantic,2017,13,6216,601,639,19.9485,9.67,10.28
Census Regions,East South Central,2017,13,1568,101,141,15.4337,6.44,8.99
Census Regions,West South Central,2017,13,2889,158,194,12.1841,5.47,6.72
Census Regions,Mountain,2017,13,2372,115,150,11.172,4.85,6.32
Census Regions,Pacific,2017,13,2452,81,73,6.28059,3.3,2.98
Census Regions,New England,2017,14,2276,155,402,24.4728,6.81,17.66
Census Regions,Mid-Atlantic,2017,14,3108,72,404,15.3153,2.32,13
Census Regions,East North Central,2017,14,6528,389,834,18.7347,5.96,12.78
Census Regions,West North Central,2017,14,2309,65,226,12.6029,2.82,9.79
Census Regions,South Atlantic,2017,14,4906,373,486,17.5092,7.6,9.91
Census Regions,East South Central,2017,14,1270,56,86,11.1811,4.41,6.77
Census Regions,West South Central,2017,14,2648,106,157,9.93202,4,5.93
Census Regions,Mountain,2017,14,1756,63,128,10.877,3.59,7.29
Census Regions,Pacific,2017,14,2470,71,104,7.08502,2.87,4.21
Census Regions,New England,2017,15,2124,116,335,21.2335,5.46,15.77
Census Regions,Mid-Atlantic,2017,15,2847,47,338,13.523,1.65,11.87
Census Regions,East North Central,2017,15,5281,233,549,14.8078,4.41,10.4
Census Regions,West North Central,2017,15,1944,31,183,11.0082,1.59,9.41
Census Regions,South Atlantic,2017,15,4330,239,367,13.9954,5.52,8.48
Census Regions,East South Central,2017,15,1043,43,66,10.4506,4.12,6.33
Census Regions,West South Central,2017,15,2407,78,114,7.97673,3.24,4.74
Census Regions,Mountain,2017,15,2068,36,149,8.94584,1.74,7.21
Census Regions,Pacific,2017,15,1962,32,78,5.60652,1.63,3.98
Census Regions,New England,2017,16,1834,60,248,16.7939,3.27,13.52
Census Regions,Mid-Atlantic,2017,16,2438,33,195,9.35193,1.35,8
Census Regions,East North Central,2017,16,4536,112,374,10.7143,2.47,8.25
Census Regions,West North Central,2017,16,1748,19,103,6.97941,1.09,5.89
Census Regions,South Atlantic,2017,16,3730,153,259,11.0456,4.1,6.94
Census Regions,East South Central,2017,16,1018,25,51,7.46562,2.46,5.01
Census Regions,West South Central,2017,16,2170,57,77,6.17512,2.63,3.55
Census Regions,Mountain,2017,16,1889,57,127,9.7406,3.02,6.72
Census Regions,Pacific,2017,16,1933,23,74,5.01811,1.19,3.83
Census Regions,New England,2017,17,1460,29,176,14.0411,1.99,12.05
Census Regions,Mid-Atlantic,2017,17,1725,20,100,6.95652,1.16,5.8
Census Regions,East North Central,2017,17,3519,41,174,6.10969,1.17,4.94
Census Regions,West North Central,2017,17,1523,8,56,4.20223,0.53,3.68
Census Regions,South Atlantic,2017,17,3120,109,163,8.71795,3.49,5.22
Census Regions,East South Central,2017,17,835,17,32,5.86826,2.04,3.83
Census Regions,West South Central,2017,17,2006,38,63,5.0349,1.89,3.14
Census Regions,Mountain,2017,17,1903,31,95,6.62112,1.63,4.99
Census Regions,Pacific,2017,17,1789,20,53,4.08049,1.12,2.96
Census Regions,New England,2017,18,1033,12,78,8.71249,1.16,7.55
Census Regions,Mid-Atlantic,2017,18,1433,14,57,4.95464,0.98,3.98
Census Regions,East North Central,2017,18,2957,17,106,4.15962,0.57,3.58
Census Regions,West North Central,2017,18,1378,3,46,3.55588,0.22,3.34
Census Regions,South Atlantic,2017,18,2819,95,155,8.86839,3.37,5.5
Census Regions,East South Central,2017,18,718,5,20,3.48189,0.7,2.79
Census Regions,West South Central,2017,18,1666,29,50,4.7419,1.74,3
Census Regions,Mountain,2017,18,1655,48,103,9.12387,2.9,6.22
Census Regions,Pacific,2017,18,1578,20,60,5.06971,1.27,3.8
Census Regions,New England,2017,19,986,15,38,5.37525,1.52,3.85
Census Regions,Mid-Atlantic,2017,19,1264,6,42,3.79747,0.47,3.32
Census Regions,East North Central,2017,19,2073,19,47,3.18379,0.92,2.27
Census Regions,West North Central,2017,19,1049,6,25,2.9552,0.57,2.38
Census Regions,South Atlantic,2017,19,1581,24,49,4.61733,1.52,3.1
Census Regions,East South Central,2017,19,736,11,24,4.75543,1.49,3.26
Census Regions,West South Central,2017,19,1618,22,53,4.63535,1.36,3.28
Census Regions,Mountain,2017,19,1491,32,80,7.51174,2.15,5.37
Census Regions,Pacific,2017,19,1317,13,57,5.31511,0.99,4.33
Census Regions,New England,2017,20,703,5,31,5.12091,0.71,4.41
Census Regions,Mid-Atlantic,2017,20,1177,12,30,3.56839,1.02,2.55
Census Regions,East North Central,2017,20,1402,5,19,1.71184,0.36,1.36
Census Regions,West North Central,2017,20,832,3,12,1.80288,0.36,1.44
Census Regions,South Atlantic,2017,20,1014,11,41,5.12821,1.08,4.04
Census Regions,East South Central,2017,20,496,13,20,6.65323,2.62,4.03
Census Regions,West South Central,2017,20,750,14,17,4.13333,1.87,2.27
Census Regions,Mountain,2017,20,1422,33,74,7.52461,2.32,5.2
Census Regions,Pacific,2017,20,770,3,26,3.76623,0.39,3.38
